,key,label,description,parent_category,meta_label,ld
127,BIDB74,Debtor1 final disposition date,Date of the final disposition for the first listed debtor,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Debtor1 final disposition date - Date of the final disposition for the first listed debtor
128,BIDB75,Debtor1 final disposition calendar year,Calendar year of the final disposition for the first listed debtor,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Debtor1 final disposition calendar year - Calendar year of the final disposition for the first listed debtor
129,BIDB76,Debtor1 final disposition fiscal year,Fiscal year of the final disposition for the first listed debtor,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Debtor1 final disposition fiscal year - Fiscal year of the final disposition for the first listed debtor
130,BIDB77,Debtor2 closing prose,Code indicating whether the second listed debtor was represented by an attorney at the time case closed,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Debtor2 closing prose - Code indicating whether the second listed debtor was represented by an attorney at the time case closed
131,BIDB78,Debtor2 final disposition,Code indicating the manner in which the case was disposed for the second listed debtor,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Debtor2 final disposition - Code indicating the manner in which the case was disposed for the second listed debtor
132,BIDB79,Debtor2 final disposition date,Date of the final disposition for the second listed debtor,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Debtor2 final disposition date - Date of the final disposition for the second listed debtor
133,BIDB8,Generation,Indicates whether the case is an original or reopened case,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Generation - Indicates whether the case is an original or reopened case
134,BIDB80,Debtor2 final disposition calendar year,Calendar year of the final disposition for the second listed debtor,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Debtor2 final disposition calendar year - Calendar year of the final disposition for the second listed debtor
135,BIDB81,Debtor2 final disposition fiscal year,Fiscal year of the final disposition for the second listed debtor,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Debtor2 final disposition fiscal year - Fiscal year of the final disposition for the second listed debtor
136,BIDB82,Chapter 11 percent dividend,Percent dividend to be paid under the plan for Chapter 11 cases,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Chapter 11 percent dividend - Percent dividend to be paid under the plan for Chapter 11 cases
137,BIDB83,Chapter 11 future payments,Indicates future payments are expected but the percentage is not determinable for Chapter 11 cases only,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Chapter 11 future payments - Indicates future payments are expected but the percentage is not determinable for Chapter 11 cases only
138,BIDB84,Closing CMECF version,"Version of CM/ECF the court was using at the time the record containing the case closing data was transmitted to the AOUSC, which may or may not reflect the version of CM/ECF in place when the case was closed.",Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,"Closing CMECF version - Version of CM/ECF the court was using at the time the record containing the case closing data was transmitted to the AOUSC, which may or may not reflect the version of CM/ECF in place when the case was closed."
139,BIDB85,Tax exempt,Indicates whether a business is a tax exempt organization,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Tax exempt - Indicates whether a business is a tax exempt organization
140,BIDB9,Sequence,Code indicating whether the case is an original filing or a first or subsequent reopening,Bankruptcy Petition Newstats Snapshots Database,FJC-IDB,Sequence - Code indicating whether the case is an original filing or a first or subsequent reopening
141,CiIDB1,Record quality indicator,This field is used to quantify the accuracy of the record. The evaluation programming has not yet been implemented; therefore this field is always blank.,Civil Integrated Database,FJC-IDB,Record quality indicator - This field is used to quantify the accuracy of the record. The evaluation programming has not yet been implemented; therefore this field is always blank.
142,CiIDB10,Termination date,"The date the case was closed in district court. This is the date of the final judgment or of the order disposing of the action. If the case was transferred, the date of transfer is the termination date.",Appeals Integrated Database; Civil Integrated Database; Criminal Integrated Database,FJC-IDB,"Termination date - The date the case was closed in district court. This is the date of the final judgment or of the order disposing of the action. If the case was transferred, the date of transfer is the termination date."
143,CiIDB11,Filing date used by AO,"The statistical date when the filing entered the master AO record. The date used by the AO to assign the case to a ""statistical year filed"" cohort.",Civil Integrated Database,FJC-IDB,"Filing date used by AO - The statistical date when the filing entered the master AO record. The date used by the AO to assign the case to a ""statistical year filed"" cohort."
144,CiIDB12,Termination magistrate,Blank on public use files,Civil Integrated Database,FJC-IDB,Termination magistrate - Blank on public use files
145,CiIDB13,Procedural progress,Procedural progress at termination,Civil Integrated Database,FJC-IDB,Procedural progress - Procedural progress at termination
146,CiIDB14,Nature of judgment,The nature of the judgment for those actions disposed of by the entry of a final judgment,Civil Integrated Database,FJC-IDB,Nature of judgment - The nature of the judgment for those actions disposed of by the entry of a final judgment
147,CiIDB15,Amount received,The monetary judgment amount awarded (excluding costs) in thousands of dollars. (Value associated with nature of judgment codes 1 and 2.),Civil Integrated Database,FJC-IDB,Amount received - The monetary judgment amount awarded (excluding costs) in thousands of dollars. (Value associated with nature of judgment codes 1 and 2.)
148,CiIDB16,Judgment for,Identifies the party favored by the judgment of the court for actions disposed of by the entry of a final judgment.,Civil Integrated Database,FJC-IDB,Judgment for - Identifies the party favored by the judgment of the court for actions disposed of by the entry of a final judgment.
149,CiIDB17,Magistrate involvement,Level of involvement of the U.S. magistrate,Civil Integrated Database,FJC-IDB,Magistrate involvement - Level of involvement of the U.S. magistrate
150,CiIDB18,Other Involvement,Involvement in the case of persons other than judge or magistrate,Civil Integrated Database,FJC-IDB,Other Involvement - Involvement in the case of persons other than judge or magistrate
151,CiIDB19,Termination date used by AO,"The statistical date when the termination entered the AO master record. The date used by the AO to assign the case to a ""statistical year terminated"" cohort.",Civil Integrated Database,FJC-IDB,"Termination date used by AO - The statistical date when the termination entered the AO master record. The date used by the AO to assign the case to a ""statistical year terminated"" cohort."
152,CiIDB2,Residence,"Describes the citizenship of the principal parties in cases in which diversity of citizenship is the basis of federal jurisdiction (JURISDICTION value of 4). The two-digit code is a composite of a single-digit plaintiff's code and a single-digit defendant's code (that is, a 1 for plaintiff and a 3 for defendant yields a residence code of 13).",Civil Integrated Database,FJC-IDB,"Residence - Describes the citizenship of the principal parties in cases in which diversity of citizenship is the basis of federal jurisdiction (JURISDICTION value of 4). The two-digit code is a composite of a single-digit plaintiff's code and a single-digit defendant's code (that is, a 1 for plaintiff and a 3 for defendant yields a residence code of 13)."
